config,attack_type,section,device_category,recall_at_5,mrr,retrieved_doc_ids
hybrid_bm25_rrf,mirai_udp,attack_mechanism,webcam,0.5,1.0,mirai-udp-flood|mirai-udp-flood|mirai-family-overview|mirai-udpplain-flood|mirai-scan
hybrid_bm25_rrf,mirai_udp,observable_indicators,doorbell,0.5,0.5,mirai-udpplain-flood|mirai-udp-flood|mirai-udp-flood|mirai-udp-flood|mirai-family-overview
hybrid_bm25_rrf,mirai_udp,observable_indicators,thermostat,0.5,0.5,mirai-udpplain-flood|mirai-udp-flood|mirai-family-overview|mirai-udp-flood|mirai-ack-flood
hybrid_bm25_rrf,mirai_udp,observable_indicators,baby_monitor,0.5,0.3333333333333333,mirai-udpplain-flood|mirai-family-overview|mirai-udp-flood|mirai-ack-flood|mirai-udpplain-flood
hybrid_bm25_rrf,mirai_udp,observable_indicators,security_camera,0.5,0.3333333333333333,mirai-udpplain-flood|mirai-family-overview|mirai-udp-flood|mirai-udp-flood|mirai-ack-flood
hybrid_bm25_rrf,mirai_udp,observable_indicators,webcam,0.5,0.3333333333333333,mirai-udpplain-flood|mirai-family-overview|mirai-udp-flood|mirai-udp-flood|mirai-ack-flood
hybrid_bm25_rrf,mirai_udp,immediate_actions,doorbell,0.0,0.0,mirai-udp-flood|mirai-udp-flood|mirai-family-overview|mirai-scan|mirai-udpplain-flood
hybrid_bm25_rrf,mirai_udp,immediate_actions,thermostat,0.0,0.0,mirai-udp-flood|mirai-family-overview|mirai-udp-flood|mirai-udpplain-flood|mirai-udpplain-flood
hybrid_bm25_rrf,mirai_udp,immediate_actions,baby_monitor,0.0,0.0,mirai-family-overview|mirai-udp-flood|mirai-family-overview|mirai-udp-flood|mirai-udpplain-flood
hybrid_bm25_rrf,mirai_udp,immediate_actions,security_camera,0.0,0.0,mirai-udp-flood|mirai-udp-flood|mirai-family-overview|mirai-scan|mirai-udpplain-flood
hybrid_bm25_rrf,mirai_udp,immediate_actions,webcam,0.0,0.0,mirai-udp-flood|mirai-family-overview|mirai-udp-flood|mirai-udpplain-flood|mirai-udpplain-flood
hybrid_bm25_rrf,mirai_udp,longer_term_remediation,doorbell,0.0,0.0,mirai-udp-flood|mirai-family-overview|mirai-udp-flood|mirai-udpplain-flood|mirai-scan
hybrid_bm25_rrf,mirai_udp,longer_term_remediation,thermostat,0.0,0.0,mirai-udp-flood|mirai-family-overview|mirai-udp-flood|mirai-udpplain-flood|mirai-udpplain-flood
hybrid_bm25_rrf,mirai_udp,longer_term_remediation,baby_monitor,0.0,0.0,mirai-family-overview|mirai-udp-flood|mirai-udp-flood|mirai-udpplain-flood|mirai-family-overview
hybrid_bm25_rrf,mirai_udp,longer_term_remediation,security_camera,0.0,0.0,mirai-family-overview|mirai-udp-flood|mirai-udp-flood|mirai-udpplain-flood|mirai-scan
hybrid_bm25_rrf,mirai_udp,longer_term_remediation,webcam,0.0,0.0,mirai-family-overview|mirai-udp-flood|mirai-udp-flood|mirai-udpplain-flood|mirai-udpplain-flood
hybrid_bm25_rrf,mirai_udpplain,threat_assessment,doorbell,0.3333333333333333,0.5,mirai-udp-flood|mirai-udpplain-flood|mirai-syn-flood|mirai-ack-flood|mirai-scan
hybrid_bm25_rrf,mirai_udpplain,threat_assessment,thermostat,0.3333333333333333,0.5,mirai-udp-flood|mirai-udpplain-flood|mirai-syn-flood|mirai-ack-flood|mirai-scan
hybrid_bm25_rrf,mirai_udpplain,threat_assessment,baby_monitor,0.3333333333333333,1.0,mirai-udpplain-flood|mirai-udp-flood|mirai-syn-flood|mirai-ack-flood|mirai-scan
hybrid_bm25_rrf,mirai_udpplain,threat_assessment,security_camera,0.3333333333333333,0.5,mirai-udp-flood|mirai-udpplain-flood|mirai-syn-flood|mirai-ack-flood|mirai-scan
hybrid_bm25_rrf,mirai_udpplain,threat_assessment,webcam,0.3333333333333333,0.5,mirai-udp-flood|mirai-udpplain-flood|mirai-syn-flood|mirai-ack-flood|mirai-scan
hybrid_bm25_rrf,mirai_udpplain,attack_mechanism,doorbell,0.5,1.0,mirai-udpplain-flood|mirai-udp-flood|mirai-udp-flood|mirai-family-overview|mirai-udpplain-flood
hybrid_bm25_rrf,mirai_udpplain,attack_mechanism,thermostat,0.5,1.0,mirai-udpplain-flood|mirai-udp-flood|mirai-udpplain-flood|mirai-udp-flood|mirai-family-overview
hybrid_bm25_rrf,mirai_udpplain,attack_mechanism,baby_monitor,0.5,1.0,mirai-udpplain-flood|mirai-udp-flood|mirai-udpplain-flood|mirai-udp-flood|mirai-scan
hybrid_bm25_rrf,mirai_udpplain,attack_mechanism,security_camera,0.5,1.0,mirai-udpplain-flood|mirai-udp-flood|mirai-udpplain-flood|mirai-udp-flood|mirai-family-overview
hybrid_bm25_rrf,mirai_udpplain,attack_mechanism,webcam,0.5,1.0,mirai-udpplain-flood|mirai-udp-flood|mirai-udp-flood|mirai-udpplain-flood|mirai-family-overview
hybrid_bm25_rrf,mirai_udpplain,observable_indicators,doorbell,0.5,1.0,mirai-udpplain-flood|mirai-udpplain-flood|mirai-udp-flood|mirai-udp-flood|mirai-ack-flood
hybrid_bm25_rrf,mirai_udpplain,observable_indicators,thermostat,0.5,1.0,mirai-udpplain-flood|mirai-udpplain-flood|mirai-udpplain-flood|mirai-udp-flood|mirai-family-overview
hybrid_bm25_rrf,mirai_udpplain,observable_indicators,baby_monitor,0.5,1.0,mirai-udpplain-flood|mirai-udpplain-flood|mirai-family-overview|mirai-udp-flood|mirai-ack-flood
hybrid_bm25_rrf,mirai_udpplain,observable_indicators,security_camera,0.5,1.0,mirai-udpplain-flood|mirai-udpplain-flood|mirai-udpplain-flood|mirai-family-overview|mirai-udp-flood
hybrid_bm25_rrf,mirai_udpplain,observable_indicators,webcam,0.5,1.0,mirai-udpplain-flood|mirai-udpplain-flood|mirai-udpplain-flood|mirai-family-overview|mirai-udp-flood
hybrid_bm25_rrf,mirai_udpplain,immediate_actions,doorbell,0.0,0.0,mirai-udpplain-flood|mirai-udp-flood|mirai-udp-flood|mirai-udpplain-flood|mirai-family-overview
hybrid_bm25_rrf,mirai_udpplain,immediate_actions,thermostat,0.0,0.0,mirai-udpplain-flood|mirai-udpplain-flood|mirai-udp-flood|mirai-udp-flood|mirai-family-overview
hybrid_bm25_rrf,mirai_udpplain,immediate_actions,baby_monitor,0.0,0.0,mirai-udpplain-flood|mirai-udp-flood|mirai-family-overview|mirai-udpplain-flood|mirai-udp-flood
hybrid_bm25_rrf,mirai_udpplain,immediate_actions,security_camera,0.0,0.0,mirai-udpplain-flood|mirai-udpplain-flood|mirai-udp-flood|mirai-family-overview|mirai-udp-flood
hybrid_bm25_rrf,mirai_udpplain,immediate_actions,webcam,0.0,0.0,mirai-udpplain-flood|mirai-udpplain-flood|mirai-udp-flood|mirai-family-overview|mirai-udp-flood
hybrid_bm25_rrf,mirai_udpplain,longer_term_remediation,doorbell,0.0,0.0,mirai-udpplain-flood|mirai-udp-flood|mirai-udp-flood|mirai-family-overview|mirai-udpplain-flood
hybrid_bm25_rrf,mirai_udpplain,longer_term_remediation,thermostat,0.0,0.0,mirai-udpplain-flood|mirai-udp-flood|mirai-family-overview|mirai-udp-flood|mirai-udpplain-flood
hybrid_bm25_rrf,mirai_udpplain,longer_term_remediation,baby_monitor,0.0,0.0,mirai-udpplain-flood|mirai-family-overview|mirai-udp-flood|mirai-udp-flood|mirai-udpplain-flood
hybrid_bm25_rrf,mirai_udpplain,longer_term_remediation,security_camera,0.0,0.0,mirai-udpplain-flood|mirai-udpplain-flood|mirai-family-overview|mirai-udp-flood|mirai-udp-flood
hybrid_bm25_rrf,mirai_udpplain,longer_term_remediation,webcam,0.0,0.0,mirai-udpplain-flood|mirai-udp-flood|mirai-family-overview|mirai-udp-flood|mirai-udpplain-flood
hybrid_bm25_rrf,mirai_scan,threat_assessment,doorbell,0.3333333333333333,1.0,mirai-scan|mirai-scan|mirai-udp-flood|mirai-ack-flood|mirai-syn-flood
hybrid_bm25_rrf,mirai_scan,threat_assessment,thermostat,0.6666666666666666,1.0,mirai-scan|mirai-syn-flood|mirai-udp-flood|mirai-ack-flood|mirai-family-overview
hybrid_bm25_rrf,mirai_scan,threat_assessment,baby_monitor,0.6666666666666666,1.0,mirai-scan|mirai-ack-flood|mirai-udp-flood|mirai-family-overview|mirai-scan
hybrid_bm25_rrf,mirai_scan,threat_assessment,security_camera,0.3333333333333333,1.0,mirai-scan|mirai-ack-flood|mirai-udp-flood|mirai-scan|mirai-syn-flood
hybrid_bm25_rrf,mirai_scan,threat_assessment,webcam,0.3333333333333333,1.0,mirai-scan|mirai-ack-flood|mirai-udp-flood|mirai-scan|mirai-syn-flood
hybrid_bm25_rrf,mirai_scan,attack_mechanism,doorbell,0.3333333333333333,1.0,mirai-scan|mirai-family-overview|device-doorbell-profile|mirai-scan|mirai-ack-flood
hybrid_bm25_rrf,mirai_scan,attack_mechanism,thermostat,0.3333333333333333,1.0,mirai-scan|mirai-family-overview|mirai-udp-flood|device-thermostat-profile|mirai-scan
hybrid_bm25_rrf,mirai_scan,attack_mechanism,baby_monitor,0.3333333333333333,1.0,mirai-scan|mirai-family-overview|mirai-family-overview|device-baby-monitor-profile|device-baby-monitor-profile
hybrid_bm25_rrf,mirai_scan,attack_mechanism,security_camera,0.3333333333333333,1.0,mirai-scan|mirai-family-overview|device-security-camera-profile|device-security-camera-profile|mirai-udp-flood
hybrid_bm25_rrf,mirai_scan,attack_mechanism,webcam,0.3333333333333333,1.0,mirai-scan|mirai-family-overview|device-webcam-profile|mirai-udp-flood|mirai-scan
hybrid_bm25_rrf,mirai_scan,observable_indicators,doorbell,0.5,1.0,mirai-scan|mirai-family-overview|mirai-udp-flood|mirai-scan|device-doorbell-profile
hybrid_bm25_rrf,mirai_scan,observable_indicators,thermostat,0.5,1.0,mirai-scan|mirai-family-overview|mirai-udp-flood|device-thermostat-profile|device-thermostat-profile
hybrid_bm25_rrf,mirai_scan,observable_indicators,baby_monitor,0.5,1.0,mirai-scan|mirai-family-overview|mirai-family-overview|device-baby-monitor-profile|device-baby-monitor-profile
hybrid_bm25_rrf,mirai_scan,observable_indicators,security_camera,0.5,1.0,mirai-scan|mirai-family-overview|device-security-camera-profile|device-security-camera-profile|mirai-scan
hybrid_bm25_rrf,mirai_scan,observable_indicators,webcam,0.5,1.0,mirai-scan|mirai-family-overview|device-webcam-profile|mirai-udpplain-flood|mirai-scan
hybrid_bm25_rrf,mirai_scan,immediate_actions,doorbell,0.3333333333333333,0.3333333333333333,mirai-scan|mirai-family-overview|device-doorbell-profile|device-doorbell-profile|mirai-scan
hybrid_bm25_rrf,mirai_scan,immediate_actions,thermostat,0.3333333333333333,0.3333333333333333,mirai-scan|mirai-family-overview|device-thermostat-profile|mirai-scan|device-thermostat-profile
hybrid_bm25_rrf,mirai_scan,immediate_actions,baby_monitor,0.3333333333333333,0.3333333333333333,mirai-scan|mirai-family-overview|device-baby-monitor-profile|mirai-family-overview|device-baby-monitor-profile
hybrid_bm25_rrf,mirai_scan,immediate_actions,security_camera,0.3333333333333333,0.3333333333333333,mirai-scan|mirai-family-overview|device-security-camera-profile|mirai-scan|device-security-camera-profile
hybrid_bm25_rrf,mirai_scan,immediate_actions,webcam,0.3333333333333333,0.3333333333333333,mirai-scan|mirai-family-overview|device-webcam-profile|device-webcam-profile|mirai-scan
hybrid_bm25_rrf,mirai_scan,longer_term_remediation,doorbell,0.25,0.3333333333333333,mirai-scan|mirai-family-overview|device-doorbell-profile|device-doorbell-profile|mirai-scan
hybrid_bm25_rrf,mirai_scan,longer_term_remediation,thermostat,0.25,0.3333333333333333,mirai-scan|mirai-family-overview|device-thermostat-profile|device-thermostat-profile|mirai-scan
hybrid_bm25_rrf,mirai_scan,longer_term_remediation,baby_monitor,0.25,0.25,mirai-scan|mirai-family-overview|mirai-family-overview|device-baby-monitor-profile|device-baby-monitor-profile
hybrid_bm25_rrf,mirai_scan,longer_term_remediation,security_camera,0.25,0.3333333333333333,mirai-scan|mirai-family-overview|device-security-camera-profile|device-security-camera-profile|device-security-camera-profile
hybrid_bm25_rrf,mirai_scan,longer_term_remediation,webcam,0.25,0.3333333333333333,mirai-scan|mirai-family-overview|device-webcam-profile|device-webcam-profile|mirai-scan
hybrid_bm25_rrf,gafgyt_combo,threat_assessment,doorbell,0.3333333333333333,1.0,gafgyt-combo-attack|gafgyt-tcp-flood|gafgyt-junk-attack|gafgyt-scan|gafgyt-udp-flood
hybrid_bm25_rrf,gafgyt_combo,threat_assessment,thermostat,0.6666666666666666,1.0,gafgyt-combo-attack|gafgyt-junk-attack|gafgyt-tcp-flood|gafgyt-family-overview|gafgyt-udp-flood
hybrid_bm25_rrf,gafgyt_combo,threat_assessment,baby_monitor,0.6666666666666666,1.0,gafgyt-combo-attack|gafgyt-scan|gafgyt-tcp-flood|gafgyt-junk-attack|gafgyt-family-overview
hybrid_bm25_rrf,gafgyt_combo,threat_assessment,security_camera,0.6666666666666666,1.0,gafgyt-combo-attack|gafgyt-family-overview|gafgyt-scan|gafgyt-tcp-flood|gafgyt-junk-attack
hybrid_bm25_rrf,gafgyt_combo,threat_assessment,webcam,0.6666666666666666,1.0,gafgyt-combo-attack|gafgyt-family-overview|gafgyt-family-overview|gafgyt-tcp-flood|gafgyt-scan
hybrid_bm25_rrf,gafgyt_combo,attack_mechanism,doorbell,0.5,1.0,gafgyt-combo-attack|gafgyt-family-overview|finding-pair-level-assertion|gafgyt-scan|gafgyt-junk-attack
hybrid_bm25_rrf,gafgyt_combo,attack_mechanism,thermostat,0.5,1.0,gafgyt-combo-attack|gafgyt-family-overview|finding-pair-level-assertion|gafgyt-scan|gafgyt-junk-attack
hybrid_bm25_rrf,gafgyt_combo,attack_mechanism,baby_monitor,0.5,1.0,gafgyt-combo-attack|gafgyt-family-overview|finding-pair-level-assertion|gafgyt-scan|device-baby-monitor-profile
hybrid_bm25_rrf,gafgyt_combo,attack_mechanism,security_camera,0.5,1.0,gafgyt-combo-attack|gafgyt-family-overview|finding-pair-level-assertion|gafgyt-scan|device-security-camera-profile
hybrid_bm25_rrf,gafgyt_combo,attack_mechanism,webcam,0.5,1.0,gafgyt-combo-attack|gafgyt-family-overview|finding-pair-level-assertion|gafgyt-scan|gafgyt-tcp-flood
hybrid_bm25_rrf,gafgyt_combo,observable_indicators,doorbell,0.5,1.0,gafgyt-combo-attack|gafgyt-family-overview|finding-pair-level-assertion|gafgyt-scan|gafgyt-combo-attack
hybrid_bm25_rrf,gafgyt_combo,observable_indicators,thermostat,0.5,0.5,gafgyt-family-overview|gafgyt-combo-attack|finding-pair-level-assertion|device-thermostat-profile|gafgyt-combo-attack
hybrid_bm25_rrf,gafgyt_combo,observable_indicators,baby_monitor,0.5,1.0,gafgyt-combo-attack|gafgyt-family-overview|finding-pair-level-assertion|device-baby-monitor-profile|gafgyt-scan
hybrid_bm25_rrf,gafgyt_combo,observable_indicators,security_camera,0.5,0.5,gafgyt-family-overview|gafgyt-combo-attack|finding-pair-level-assertion|device-security-camera-profile|gafgyt-scan
hybrid_bm25_rrf,gafgyt_combo,observable_indicators,webcam,0.5,1.0,gafgyt-combo-attack|gafgyt-family-overview|finding-pair-level-assertion|device-webcam-profile|gafgyt-udp-flood
hybrid_bm25_rrf,gafgyt_combo,immediate_actions,doorbell,0.0,0.0,gafgyt-family-overview|gafgyt-combo-attack|finding-pair-level-assertion|gafgyt-family-overview|gafgyt-junk-attack
hybrid_bm25_rrf,gafgyt_combo,immediate_actions,thermostat,0.5,0.25,gafgyt-combo-attack|gafgyt-family-overview|finding-pair-level-assertion|device-thermostat-profile|gafgyt-junk-attack
hybrid_bm25_rrf,gafgyt_combo,immediate_actions,baby_monitor,0.5,0.25,gafgyt-combo-attack|gafgyt-family-overview|finding-pair-level-assertion|device-baby-monitor-profile|device-baby-monitor-profile
hybrid_bm25_rrf,gafgyt_combo,immediate_actions,security_camera,0.5,0.25,gafgyt-combo-attack|gafgyt-family-overview|finding-pair-level-assertion|device-security-camera-profile|gafgyt-family-overview
hybrid_bm25_rrf,gafgyt_combo,immediate_actions,webcam,0.5,0.25,gafgyt-combo-attack|gafgyt-family-overview|finding-pair-level-assertion|device-webcam-profile|gafgyt-family-overview
hybrid_bm25_rrf,gafgyt_combo,longer_term_remediation,doorbell,0.0,0.0,gafgyt-combo-attack|gafgyt-family-overview|finding-pair-level-assertion|gafgyt-junk-attack|gafgyt-tcp-flood
hybrid_bm25_rrf,gafgyt_combo,longer_term_remediation,thermostat,0.25,0.2,gafgyt-combo-attack|gafgyt-family-overview|finding-pair-level-assertion|gafgyt-junk-attack|device-thermostat-profile
hybrid_bm25_rrf,gafgyt_combo,longer_term_remediation,baby_monitor,0.25,0.25,gafgyt-combo-attack|gafgyt-family-overview|finding-pair-level-assertion|device-baby-monitor-profile|device-baby-monitor-profile
hybrid_bm25_rrf,gafgyt_combo,longer_term_remediation,security_camera,0.25,0.25,gafgyt-family-overview|gafgyt-combo-attack|finding-pair-level-assertion|device-security-camera-profile|gafgyt-family-overview
hybrid_bm25_rrf,gafgyt_combo,longer_term_remediation,webcam,0.25,0.3333333333333333,gafgyt-combo-attack|gafgyt-family-overview|device-webcam-profile|finding-pair-level-assertion|gafgyt-family-overview
hybrid_bm25_rrf,gafgyt_junk,threat_assessment,doorbell,0.6666666666666666,1.0,gafgyt-junk-attack|gafgyt-combo-attack|gafgyt-scan|gafgyt-tcp-flood|gafgyt-family-overview
hybrid_bm25_rrf,gafgyt_junk,threat_assessment,thermostat,0.6666666666666666,1.0,gafgyt-junk-attack|gafgyt-combo-attack|gafgyt-family-overview|gafgyt-family-overview|gafgyt-tcp-flood
hybrid_bm25_rrf,gafgyt_junk,threat_assessment,baby_monitor,0.6666666666666666,1.0,gafgyt-junk-attack|gafgyt-combo-attack|gafgyt-family-overview|gafgyt-family-overview|gafgyt-scan
hybrid_bm25_rrf,gafgyt_junk,threat_assessment,security_camera,0.6666666666666666,1.0,gafgyt-junk-attack|gafgyt-combo-attack|gafgyt-family-overview|gafgyt-family-overview|gafgyt-scan
hybrid_bm25_rrf,gafgyt_junk,threat_assessment,webcam,0.6666666666666666,1.0,gafgyt-junk-attack|gafgyt-combo-attack|gafgyt-family-overview|gafgyt-family-overview|gafgyt-scan
hybrid_bm25_rrf,gafgyt_junk,attack_mechanism,doorbell,0.5,0.5,gafgyt-family-overview|gafgyt-junk-attack|gafgyt-combo-attack|gafgyt-junk-attack|gafgyt-scan
hybrid_bm25_rrf,gafgyt_junk,attack_mechanism,thermostat,0.5,0.5,gafgyt-family-overview|gafgyt-junk-attack|gafgyt-combo-attack|gafgyt-junk-attack|gafgyt-scan
hybrid_bm25_rrf,gafgyt_junk,attack_mechanism,baby_monitor,0.5,0.3333333333333333,gafgyt-family-overview|gafgyt-combo-attack|gafgyt-junk-attack|gafgyt-junk-attack|device-baby-monitor-profile
hybrid_bm25_rrf,gafgyt_junk,attack_mechanism,security_camera,0.5,0.5,gafgyt-family-overview|gafgyt-junk-attack|gafgyt-combo-attack|gafgyt-junk-attack|gafgyt-scan
hybrid_bm25_rrf,gafgyt_junk,attack_mechanism,webcam,0.5,0.3333333333333333,gafgyt-family-overview|gafgyt-combo-attack|gafgyt-junk-attack|gafgyt-junk-attack|gafgyt-scan
hybrid_bm25_rrf,gafgyt_junk,observable_indicators,doorbell,0.5,1.0,gafgyt-junk-attack|gafgyt-family-overview|gafgyt-combo-attack|gafgyt-junk-attack|finding-pair-level-assertion
hybrid_bm25_rrf,gafgyt_junk,observable_indicators,thermostat,0.5,0.5,gafgyt-family-overview|gafgyt-junk-attack|gafgyt-combo-attack|gafgyt-junk-attack|finding-pair-level-assertion
hybrid_bm25_rrf,gafgyt_junk,observable_indicators,baby_monitor,0.5,1.0,gafgyt-junk-attack|gafgyt-family-overview|gafgyt-combo-attack|gafgyt-junk-attack|gafgyt-junk-attack
hybrid_bm25_rrf,gafgyt_junk,observable_indicators,security_camera,0.5,0.5,gafgyt-family-overview|gafgyt-junk-attack|gafgyt-combo-attack|gafgyt-junk-attack|gafgyt-junk-attack
hybrid_bm25_rrf,gafgyt_junk,observable_indicators,webcam,0.5,1.0,gafgyt-junk-attack|gafgyt-family-overview|gafgyt-combo-attack|gafgyt-junk-attack|device-webcam-profile
hybrid_bm25_rrf,gafgyt_junk,immediate_actions,doorbell,0.0,0.0,gafgyt-junk-attack|gafgyt-family-overview|gafgyt-combo-attack|finding-pair-level-assertion|gafgyt-junk-attack
hybrid_bm25_rrf,gafgyt_junk,immediate_actions,thermostat,0.0,0.0,gafgyt-junk-attack|gafgyt-family-overview|gafgyt-combo-attack|finding-pair-level-assertion|gafgyt-junk-attack
hybrid_bm25_rrf,gafgyt_junk,immediate_actions,baby_monitor,0.5,0.2,gafgyt-family-overview|gafgyt-combo-attack|gafgyt-junk-attack|gafgyt-junk-attack|device-baby-monitor-profile
hybrid_bm25_rrf,gafgyt_junk,immediate_actions,security_camera,0.5,0.2,gafgyt-family-overview|gafgyt-junk-attack|gafgyt-combo-attack|gafgyt-junk-attack|device-security-camera-profile
hybrid_bm25_rrf,gafgyt_junk,immediate_actions,webcam,0.5,0.25,gafgyt-combo-attack|gafgyt-junk-attack|gafgyt-family-overview|device-webcam-profile|gafgyt-junk-attack
hybrid_bm25_rrf,gafgyt_junk,longer_term_remediation,doorbell,0.0,0.0,gafgyt-family-overview|gafgyt-junk-attack|gafgyt-combo-attack|gafgyt-junk-attack|finding-pair-level-assertion
hybrid_bm25_rrf,gafgyt_junk,longer_term_remediation,thermostat,0.25,0.25,gafgyt-family-overview|gafgyt-junk-attack|gafgyt-combo-attack|device-thermostat-profile|gafgyt-junk-attack
hybrid_bm25_rrf,gafgyt_junk,longer_term_remediation,baby_monitor,0.25,0.25,gafgyt-combo-attack|gafgyt-junk-attack|gafgyt-family-overview|device-baby-monitor-profile|gafgyt-junk-attack
hybrid_bm25_rrf,gafgyt_junk,longer_term_remediation,security_camera,0.25,0.2,gafgyt-family-overview|gafgyt-junk-attack|gafgyt-combo-attack|gafgyt-junk-attack|device-security-camera-profile
hybrid_bm25_rrf,gafgyt_junk,longer_term_remediation,webcam,0.25,0.25,gafgyt-family-overview|gafgyt-junk-attack|gafgyt-combo-attack|device-webcam-profile|gafgyt-junk-attack
hybrid_bm25_rrf,gafgyt_scan,threat_assessment,doorbell,0.6666666666666666,1.0,gafgyt-family-overview|gafgyt-scan|gafgyt-junk-attack|gafgyt-tcp-flood|gafgyt-udp-flood
hybrid_bm25_rrf,gafgyt_scan,threat_assessment,thermostat,0.6666666666666666,1.0,gafgyt-family-overview|gafgyt-scan|gafgyt-tcp-flood|gafgyt-junk-attack|gafgyt-udp-flood
hybrid_bm25_rrf,gafgyt_scan,threat_assessment,baby_monitor,0.6666666666666666,1.0,gafgyt-family-overview|gafgyt-scan|gafgyt-combo-attack|gafgyt-junk-attack|finding-pair-level-assertion
hybrid_bm25_rrf,gafgyt_scan,threat_assessment,security_camera,0.6666666666666666,1.0,gafgyt-family-overview|gafgyt-scan|gafgyt-junk-attack|gafgyt-combo-attack|gafgyt-family-overview
hybrid_bm25_rrf,gafgyt_scan,threat_assessment,webcam,0.6666666666666666,1.0,gafgyt-family-overview|gafgyt-scan|gafgyt-udp-flood|gafgyt-tcp-flood|gafgyt-junk-attack
hybrid_bm25_rrf,gafgyt_scan,attack_mechanism,doorbell,0.3333333333333333,0.5,gafgyt-family-overview|gafgyt-scan|finding-pair-level-assertion|gafgyt-family-overview|device-doorbell-profile
hybrid_bm25_rrf,gafgyt_scan,attack_mechanism,thermostat,0.3333333333333333,0.5,gafgyt-family-overview|gafgyt-scan|finding-pair-level-assertion|device-thermostat-profile|device-thermostat-profile
hybrid_bm25_rrf,gafgyt_scan,attack_mechanism,baby_monitor,0.3333333333333333,0.5,gafgyt-family-overview|gafgyt-scan|device-baby-monitor-profile|finding-pair-level-assertion|device-baby-monitor-profile
hybrid_bm25_rrf,gafgyt_scan,attack_mechanism,security_camera,0.3333333333333333,0.5,gafgyt-family-overview|gafgyt-scan|finding-pair-level-assertion|device-security-camera-profile|gafgyt-scan
hybrid_bm25_rrf,gafgyt_scan,attack_mechanism,webcam,0.3333333333333333,0.5,gafgyt-family-overview|gafgyt-scan|device-webcam-profile|finding-pair-level-assertion|gafgyt-family-overview
hybrid_bm25_rrf,gafgyt_scan,observable_indicators,doorbell,0.5,0.25,finding-pair-level-assertion|gafgyt-family-overview|gafgyt-udp-flood|gafgyt-scan|gafgyt-tcp-flood
hybrid_bm25_rrf,gafgyt_scan,observable_indicators,thermostat,0.5,0.2,finding-pair-level-assertion|gafgyt-family-overview|device-thermostat-profile|device-thermostat-profile|gafgyt-scan
hybrid_bm25_rrf,gafgyt_scan,observable_indicators,baby_monitor,0.0,0.0,finding-pair-level-assertion|gafgyt-family-overview|device-baby-monitor-profile|gafgyt-udp-flood|device-baby-monitor-profile
hybrid_bm25_rrf,gafgyt_scan,observable_indicators,security_camera,0.5,0.2,finding-pair-level-assertion|gafgyt-family-overview|device-security-camera-profile|gafgyt-udp-flood|gafgyt-scan
hybrid_bm25_rrf,gafgyt_scan,observable_indicators,webcam,0.5,0.2,finding-pair-level-assertion|gafgyt-udp-flood|gafgyt-family-overview|device-webcam-profile|gafgyt-scan
hybrid_bm25_rrf,gafgyt_scan,immediate_actions,doorbell,0.3333333333333333,0.25,finding-pair-level-assertion|gafgyt-family-overview|gafgyt-family-overview|device-doorbell-profile|device-doorbell-profile
hybrid_bm25_rrf,gafgyt_scan,immediate_actions,thermostat,0.3333333333333333,0.3333333333333333,gafgyt-family-overview|finding-pair-level-assertion|device-thermostat-profile|device-thermostat-profile|gafgyt-family-overview
hybrid_bm25_rrf,gafgyt_scan,immediate_actions,baby_monitor,0.3333333333333333,0.3333333333333333,finding-pair-level-assertion|gafgyt-family-overview|device-baby-monitor-profile|device-baby-monitor-profile|device-baby-monitor-profile
hybrid_bm25_rrf,gafgyt_scan,immediate_actions,security_camera,0.3333333333333333,0.3333333333333333,gafgyt-family-overview|finding-pair-level-assertion|device-security-camera-profile|gafgyt-scan|device-security-camera-profile
hybrid_bm25_rrf,gafgyt_scan,immediate_actions,webcam,0.3333333333333333,0.3333333333333333,gafgyt-family-overview|finding-pair-level-assertion|device-webcam-profile|device-webcam-profile|gafgyt-family-overview
hybrid_bm25_rrf,gafgyt_scan,longer_term_remediation,doorbell,0.25,0.3333333333333333,gafgyt-family-overview|finding-pair-level-assertion|device-doorbell-profile|gafgyt-family-overview|device-doorbell-profile
hybrid_bm25_rrf,gafgyt_scan,longer_term_remediation,thermostat,0.25,0.3333333333333333,gafgyt-family-overview|finding-pair-level-assertion|device-thermostat-profile|gafgyt-family-overview|device-thermostat-profile
hybrid_bm25_rrf,gafgyt_scan,longer_term_remediation,baby_monitor,0.25,0.3333333333333333,gafgyt-family-overview|finding-pair-level-assertion|device-baby-monitor-profile|device-baby-monitor-profile|device-baby-monitor-profile
hybrid_bm25_rrf,gafgyt_scan,longer_term_remediation,security_camera,0.25,0.5,gafgyt-family-overview|device-security-camera-profile|finding-pair-level-assertion|gafgyt-family-overview|device-security-camera-profile
hybrid_bm25_rrf,gafgyt_scan,longer_term_remediation,webcam,0.25,0.5,gafgyt-family-overview|device-webcam-profile|device-webcam-profile|finding-pair-level-assertion|gafgyt-family-overview
hybrid_bm25_rrf,gafgyt_tcp,threat_assessment,doorbell,0.3333333333333333,1.0,gafgyt-tcp-flood|finding-pair-level-assertion|gafgyt-udp-flood|gafgyt-junk-attack|gafgyt-scan
hybrid_bm25_rrf,gafgyt_tcp,threat_assessment,thermostat,0.6666666666666666,1.0,gafgyt-tcp-flood|gafgyt-udp-flood|finding-pair-level-assertion|gafgyt-junk-attack|gafgyt-family-overview
